_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites,batterymv,status
"$$MULDER,505,20:44:20,51.99981,-2.12818,27846,5,1466,20*2201","0x17a,G8KNN-1,G3ZGZ,G8DHE,PE2G,G0AZS,0x17,2E0KPI,M0UPU,M0DTS,G4MYS,F1OIL,G8ZBJ,M6GTG,2E0MXS,ULC_websdr,G6GZH,HABJOE_BASE,G4AIU",505,20:44:20,51.99981,-2.12818,27846,5,1466,20
"$$MULDER,506,20:44:40,51.99869,-2.13208,27941,4,1466,00*C6D2","0x17a,G8KNN-1,G3ZGZ,G8DHE,PE2G,0x17,G4MYS,G8ZBJ,G8KNN,F1OIL,G7BTI,M6GTG,2E0MXS,ULC_websdr,G6GZH,G4AIU,M0UPU",506,20:44:40,51.99869,-2.13208,27941,4,1466,0
"$$MULDER,507,20:45:00,51.99844,-2.13277,27961,5,1471,00*F7B9","0x17a,G8KNN-1,G3ZGZ,G8DHE,PE2G,G8ZBJ,G0AZS,G0WXI,G6UIM,G4MYS,HABJOE_BASE,G8KNN,F1OIL,G7BTI,M6GTG,2E0MXS,ULC_websdr,G6GZH,G4AIU,M0UPU",507,20:45:00,51.99844,-2.13277,27961,5,1471,0
"$$MULDER,508,20:45:05,51.99700,-2.13658,28059,5,1479,20*17CB","G8KNN-1,G8DHE,HABJOE_BASE,M0DTS,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G3ZGZ,G4MYS,M0UPU,F1OIL,G6UIM,PE2G,G0WXI,G4AIU,G7BTI,G0AZS,G8ZBJ,G8KNN,G6GZH",508,20:45:05,51.997,-2.13658,28059,5,1479,20
"$$MULDER,509,20:45:38,51.99493,-2.14155,28221,5,1484,20*E487","0x17a,G8KNN-1,G3ZGZ,G8DHE,PE2G,G0AZS,ULC_websdr,G6GZH,G4MYS,M0UPU,M0DTS,G8KNN,RevSpace,F1OIL,G8ZBJ,M6GTG,2E0MXS,G0WXI,G4AIU,M0JCU,G6UIM",509,20:45:38,51.99493,-2.14155,28221,5,1484,20
"$$MULDER,510,20:45:58,51.99368,-2.14477,28333,5,1483,00*E040","0x17a,G8KNN-1,G3ZGZ,G8DHE,PE2G,G0AZS,G6GZH,G4MYS,M0UPU,G7BTI,M0DTS,G8KNN,F1OIL,G8ZBJ,M6GTG,2E0MXS,G0WXI,M0JCU,G4AIU,G6UIM",510,20:45:58,51.99368,-2.14477,28333,5,1483,0
"$$MULDER,511,20:46:18,51.99226,-2.14802,28442,4,1481,00*C37F","0x17a,G8KNN-1,G3ZGZ,G8DHE,PE2G,G0AZS,PB0NER,G6UIM,G4MYS,G8ZBJ,G4AIU,G8KNN,F1OIL,G7BTI,M6GTG,2E0MXS,G0WXI,G6GZH,M0JCU,M0UPU",511,20:46:18,51.99226,-2.14802,28442,4,1481,0
"$$MULDER,512,20:46:38,51.99076,-2.15104,28561,5,1474,00*402D","0x17a,G8KNN-1,G3ZGZ,G8DHE,PE2G,G0AZS,PB0NER,ULC_websdr,G4BWR,M6GTG,G4MYS,M0UPU,G8KNN,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",512,20:46:38,51.99076,-2.15104,28561,5,1474,0
"$$MULDER,513,20:46:42,51.99050,-2.15150,28584,5,1475,00*417C","0x17a,G8KNN-1,G3ZGZ,G8DHE,PE2G,G0AZS,PB0NER,G0WXI,G4BWR,PB1DFT,G4MYS,M0UPU,G6GZH,F1OIL,G8ZBJ,M6GTG,2E0MXS,ULC_websdr,M0JCU,G4AIU,G6UIM",513,20:46:42,51.9905,-2.1515,28584,5,1475,0
"$$MULDER,514,20:47:17,51.98908,-2.15465,28776,5,1483,20*4EEB","0x17a,G8KNN-1,G3ZGZ,G8DHE,PE2G,G0AZS,PB0NER,G0WXI,G4BWR,PB1DFT,G4MYS,M0UPU,G6UIM,F1OIL,G8ZBJ,M6GTG,2E0MXS,ULC_websdr,G6GZH,G4AIU,M0JCU",514,20:47:17,51.98908,-2.15465,28776,5,1483,20
"$$MULDER,515,20:47:37,51.98830,-2.15679,28888,5,1482,00*7ABD","G8KNN-1,G8DHE,M0JCU,2E0MXS,ULC_websdr,M6GTG,0x17a,G3ZGZ,G4MYS,M0UPU,F1OIL,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,G0AZS,PB1DFT,G8ZBJ,G8KNN,G6GZH",515,20:47:37,51.9883,-2.15679,28888,5,1482,0
"$$MULDER,516,20:47:57,51.98729,-2.15906,29009,5,1476,00*B750","0x17a,G8KNN-1,G3ZGZ,G8DHE,PE2G,PB0NER,G4BWR,PB1DFT,G4MYS,M0UPU,G4AIU,G8KNN,swl014,F1OIL,G8ZBJ,M6GTG,2E0MXS,G0WXI,G6GZH,M0JCU,G6UIM",516,20:47:57,51.98729,-2.15906,29009,5,1476,0
"$$MULDER,517,20:48:17,51.98636,-2.16114,29129,5,1464,00*F2B1","G8KNN-1,G8DHE,HABJOE_BASE,swl014,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G4MYS,M0UPU,F1OIL,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",517,20:48:17,51.98636,-2.16114,29129,5,1464,0
"$$MULDER,518,20:48:37,51.98606,-2.16137,29153,5,1462,00*AB94","G8KNN-1,G8DHE,HABJOE_BASE,swl014,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G4MYS,M0UPU,F1OIL,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G6GZH",518,20:48:37,51.98606,-2.16137,29153,5,1462,0
"$$MULDER,519,20:48:57,51.98500,-2.16318,29265,5,1462,20*5B29","G8KNN-1,G8DHE,swl014,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G4MYS,M0UPU,F1OIL,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G6GZH",519,20:48:57,51.985,-2.16318,29265,5,1462,20
"$$MULDER,520,20:49:17,51.98388,-2.16480,29375,5,1462,20*979E","G8KNN-1,G8DHE,HABJOE_BASE,swl014,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G3ZGZ,G4MYS,M0UPU,F1OIL,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G6GZH",520,20:49:17,51.98388,-2.1648,29375,5,1462,20
"$$MULDER,521,20:49:37,51.98131,-2.16806,29564,5,1461,20*4407","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M0JCU,2E0MXS,ULC_websdr,G3ZGZ,G4MYS,M0UPU,RevSpace,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",521,20:49:37,51.98131,-2.16806,29564,5,1461,20
"$$MULDER,522,20:49:57,51.98094,-2.16847,29584,5,1461,00*75CB","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M0JCU,2E0MXS,ULC_websdr,0x17a,G3ZGZ,G4MYS,M0UPU,RevSpace,G6UIM,PB0NER,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",522,20:49:57,51.98094,-2.16847,29584,5,1461,0
"$$MULDER,523,20:50:17,51.97843,-2.17256,29778,5,1462,20*D012","G8KNN-1,G8DHE,HABJOE_BASE,swl014,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G3ZGZ,G4MYS,M0UPU,RevSpace,F1OIL,G6UIM,PB0NER,G0WXI,G4AIU,g0nzo,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",523,20:50:17,51.97843,-2.17256,29778,5,1462,20
"$$MULDER,524,20:50:37,51.97687,-2.17500,29880,5,1462,00*8B3A","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,M0JCU,2E0MXS,ULC_websdr,0x17a,G3ZGZ,G4MYS,M0UPU,RevSpace,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",524,20:50:37,51.97687,-2.175,29880,5,1462,0
"$$MULDER,525,20:50:57,51.97656,-2.17538,29900,5,1462,00*A556","G8KNN-1,G8DHE,HABJOE_BASE,swl014,M0JCU,2E0MXS,0x17a,G3ZGZ,G4MYS,M0UPU,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G6GZH",525,20:50:57,51.97656,-2.17538,29900,5,1462,0
"$$MULDER,526,20:51:17,51.97498,-2.17805,30008,5,1462,20*17E0","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G3ZGZ,G4MYS,M0UPU,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G6GZH",526,20:51:17,51.97498,-2.17805,30008,5,1462,20
"$$MULDER,527,20:51:36,51.97164,-2.18194,30186,5,1462,20*D79A","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M0JCU,2E0MXS,ULC_websdr,M6GTG,0x17a,G3ZGZ,G4MYS,M0UPU,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",527,20:51:36,51.97164,-2.18194,30186,5,1462,20
"$$MULDER,528,20:51:56,51.96988,-2.18471,30296,5,1461,00*4F7C","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M0JCU,2E0MXS,ULC_websdr,M6GTG,0x17a,G3ZGZ,G4MYS,M0UPU,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G6GZH",528,20:51:56,51.96988,-2.18471,30296,5,1461,0
"$$MULDER,529,20:52:16,51.96830,-2.18762,30396,5,1466,00*B4E2","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G3ZGZ,G4MYS,M0UPU,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",529,20:52:16,51.9683,-2.18762,30396,5,1466,0
"$$MULDER,530,20:52:36,51.96693,-2.19055,30500,5,1474,00*BC01","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G3ZGZ,G4MYS,M0UPU,RevSpace,F1OIL,G6UIM,PE2G,G0WXI,G4AIU,g0nzo,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",530,20:52:36,51.96693,-2.19055,30500,5,1474,0
"$$MULDER,531,20:52:55,51.96544,-2.19331,30589,6,1484,00*4EBC","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G4MYS,M0UPU,RevSpace,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,g0nzo,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",531,20:52:55,51.96544,-2.19331,30589,6,1484,0
"$$MULDER,532,20:53:14,51.96431,-2.19555,30700,4,1482,00*7E18","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M0JCU,2E0MXS,ULC_websdr,M6GTG,0x17a,G3ZGZ,G4MYS,M0UPU,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,g0nzo,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",532,20:53:14,51.96431,-2.19555,30700,4,1482,0
"$$MULDER,533,20:53:34,51.96275,-2.19754,30805,5,1485,00*3AFF","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G3ZGZ,G4MYS,M0UPU,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,g0nzo,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",533,20:53:34,51.96275,-2.19754,30805,5,1485,0
"$$MULDER,534,20:53:54,51.96100,-2.19912,30904,4,1490,00*B63D","G8KNN-1,G8DHE,SA6BSS,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G3ZGZ,G4MYS,M0UPU,MatB,RevSpace,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",534,20:53:54,51.961,-2.19912,30904,4,1490,0
"$$MULDER,535,20:54:13,51.95902,-2.20058,31011,5,1486,00*B43E","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G3ZGZ,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",535,20:54:13,51.95902,-2.20058,31011,5,1486,0
"$$MULDER,536,20:54:31,51.95703,-2.20289,31114,4,1476,00*ACC9","G8KNN-1,G8DHE,HABJOE_BASE,swl014,M0JCU,2E0MXS,ULC_websdr,M6GTG,0x17a,G3ZGZ,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,G4BWR,G0WXI,G4AIU,g0nzo,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G6GZH",536,20:54:31,51.95703,-2.20289,31114,4,1476,0
"$$MULDER,537,20:54:36,51.95662,-2.20337,31140,4,1464,20*8DCD","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G3ZGZ,G4MYS,M0UPU,MatB,RevSpace,G6UIM,PE2G,G4BWR,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",537,20:54:36,51.95662,-2.20337,31140,4,1464,20
"$$MULDER,538,20:55:10,0.00000,0.00000,31247,3,1462,20*DF4A","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M0JCU,2E0MXS,ULC_websdr,M6GTG,0x17a,G3ZGZ,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,g0nzo,PB1DFT,G8ZBJ,G8KNN,G6GZH",538,20:55:10,0.0,0.0,31247,3,1462,20
"$$MULDER,539,20:55:29,51.95179,-2.21000,31397,5,1466,20*4BEE","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M0JCU,2E0MXS,ULC_websdr,M6GTG,0x17a,G3ZGZ,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",539,20:55:29,51.95179,-2.21,31397,5,1466,20
"$$MULDER,540,20:55:49,51.95000,-2.21287,31496,5,1466,00*629A","G8KNN-1,G8DHE,HABJOE_BASE,swl014,M0JCU,2E0MXS,M6GTG,0x17a,G3ZGZ,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G6GZH",540,20:55:49,51.95,-2.21287,31496,5,1466,0
"$$MULDER,541,20:56:09,51.94891,-2.21489,31585,5,1469,00*80F0","G8KNN-1,G8DHE,SA6BSS,swl014,M0JCU,M6GTG,0x17a,G3ZGZ,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",541,20:56:09,51.94891,-2.21489,31585,5,1469,0
"$$MULDER,542,20:56:29,51.94781,-2.21642,31682,4,1474,00*4140","G8KNN-1,G8DHE,SA6BSS,swl014,M6GTG,2E0MXS,M0JCU,0x17a,G3ZGZ,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",542,20:56:29,51.94781,-2.21642,31682,4,1474,0
"$$MULDER,543,20:56:49,51.94726,-2.21677,31764,5,1479,20*464C","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M0JCU,2E0MXS,M6GTG,0x17a,G3ZGZ,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",543,20:56:49,51.94726,-2.21677,31764,5,1479,20
"$$MULDER,544,20:57:09,51.94678,-2.21699,31856,5,1487,00*9FFC","G8KNN-1,G8DHE,SA6BSS,swl014,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,G7BTI,0x17,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",544,20:57:09,51.94678,-2.21699,31856,5,1487,0
"$$MULDER,545,20:57:29,51.94601,-2.21738,31953,5,1493,00*1C70","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PB0NER,G0WXI,G4AIU,g0nzo,G7BTI,0x17,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",545,20:57:29,51.94601,-2.21738,31953,5,1493,0
"$$MULDER,546,20:57:49,51.94600,-2.21754,31968,5,1489,00*56CE","G4AIU,G8KNN-1,PE2G,SA6BSS,PB0NER,0x17,RevSpace,2E0KPI,M0UPU,g0nzo,MatB,G8KNN,swl014,G7BTI,M0JCU,2E0MXS,G0WXI,M6GTG,G4MYS,G6UIM",546,20:57:49,51.946,-2.21754,31968,5,1489,0
"$$MULDER,547,20:58:08,51.94438,-2.21731,32152,5,1479,20*8CCE","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,M0JCU,2E0MXS,ULC_websdr,M6GTG,G4MYS,MatB,F1OIL,G6UIM,PE2G,G0WXI,G4AIU,g0nzo,G7BTI,0x17,2E0KPI,G8ZBJ,G8KNN",547,20:58:08,51.94438,-2.21731,32152,5,1479,20
"$$MULDER,548,20:58:27,51.94328,-2.21725,32246,5,1478,00*FED8","G8KNN-1,G8DHE,PE2G,PB0NER,0x17,G0WXI,2E0MXS,2E0KPI,G8ZBJ,G7BTI,g0nzo,MatB,G8KNN,F1OIL,SA6BSS,M6GTG,G4MYS,ULC_websdr,M0JCU,G4AIU,G6UIM",548,20:58:27,51.94328,-2.21725,32246,5,1478,0
"$$MULDER,549,20:58:46,51.94187,-2.21747,32350,5,1480,00*D142","G8KNN-1,G8DHE,PE2G,PB0NER,0x17,G0WXI,2E0KPI,HABJOE_BASE,g0nzo,MatB,G8KNN,G4MYS,F1OIL,M6GTG,2E0MXS,ULC_websdr,M0JCU,G4AIU,G6UIM",549,20:58:46,51.94187,-2.21747,32350,5,1480,0
"$$MULDER,550,20:59:05,51.94051,-2.21829,32462,4,1475,00*B132","G8KNN-1,G8DHE,PE2G,PB0NER,0x17,G0WXI,2E0KPI,g0nzo,G8KNN,G7BTI,M0JCU,G4MYS,ULC_websdr,M6GTG,G4AIU",550,20:59:05,51.94051,-2.21829,32462,4,1475,0
"$$MULDER,551,20:59:26,51.93904,-2.22003,32589,5,1470,20*B446","G8KNN-1,G8DHE,PE2G,PB0NER,0x17,PB0AHX,G4MYS,G8ZBJ,swl014,F1OIL,G7BTI,M0JCU,2E0MXS,G0WXI,M6GTG,G4AIU",551,20:59:26,51.93904,-2.22003,32589,5,1470,20
"$$MULDER,552,20:59:46,0.00000,0.00000,32612,3,1467,00*817D","G8KNN-1,G8DHE,PE2G,PB0NER,0x17,PB0AHX,G4MYS,G8ZBJ,G4AIU,swl014,F1OIL,G7BTI,M6GTG,2E0MXS,G0WXI,M0JCU,HABJOE_BASE",552,20:59:46,0.0,0.0,32612,3,1467,0
"$$MULDER,553,21:00:05,51.93590,-2.22577,32800,5,1473,20*693E","G8KNN-1,G8DHE,PE2G,PB0NER,0x17,PB0AHX,G4MYS,HABJOE_BASE,G7BTI,G6GZH,swl014,F1OIL,G8ZBJ,M6GTG,2E0MXS,G0WXI,G4AIU,M0JCU",553,21:00:05,51.9359,-2.22577,32800,5,1473,20
"$$MULDER,554,21:00:24,51.93452,-2.22835,32904,5,1468,00*18A6","G8KNN-1,G8DHE,PE2G,PB0NER,0x17,PB0AHX,G4MYS,HABJOE_BASE,G7BTI,G6GZH,F1OIL,G8ZBJ,M6GTG,2E0MXS,G0WXI,M0JCU,G4AIU",554,21:00:24,51.93452,-2.22835,32904,5,1468,0
"$$MULDER,555,21:00:44,51.93326,-2.23079,33012,5,1467,00*2E51","G8KNN-1,G8DHE,PE2G,G7BTI,PB0NER,PB0AHX,G4MYS,HABJOE_BASE,M6EDF,G6GZH,F1OIL,G8ZBJ,M6GTG,2E0MXS,G4AIU,M0JCU",555,21:00:44,51.93326,-2.23079,33012,5,1467,0
"$$MULDER,556,21:01:04,51.93214,-2.23245,33120,4,1470,00*6CC2","G8KNN-1,G8DHE,PE2G,G7BTI,PB0NER,PB0AHX,M6GTG,G4MYS,HABJOE_BASE,M6EDF,G8KNN,F1OIL,G8ZBJ,M0JCU,2E0MXS,G6GZH,G4AIU",556,21:01:04,51.93214,-2.23245,33120,4,1470,0
"$$MULDER,557,21:01:08,51.93188,-2.23271,33140,5,1476,00*5BEF","G8KNN-1,G8ZBJ,PE2G,PB0NER,M0JCU,G4MYS,HABJOE_BASE,M6EDF,G8KNN,F1OIL,G7BTI,M6GTG,2E0MXS,G6GZH,G4AIU,M0UPU",557,21:01:08,51.93188,-2.23271,33140,5,1476,0
"$$MULDER,558,21:01:43,51.92950,-2.23435,33310,5,1476,20*2FD6","G8KNN-1,G8DHE,PE2G,G7BTI,PB0NER,G4AIU,HABJOE_BASE,M6EDF,G8KNN,F1OIL,G8ZBJ,M6GTG,2E0MXS,G6GZH,M0JCU,M0UPU",558,21:01:43,51.9295,-2.23435,33310,5,1476,20
"$$MULDER,559,21:02:03,51.92775,-2.23437,33409,5,1478,00*5E66","G8KNN-1,G8DHE,PE2G,PB0NER,M0JCU,PB0AHX,G4MYS,G8ZBJ,M6EDF,G6GZH,G8KNN,F1OIL,G7BTI,M6GTG,2E0MXS,G4AIU,HABJOE_BASE,M0UPU",559,21:02:03,51.92775,-2.23437,33409,5,1478,0
"$$MULDER,560,21:02:23,51.92588,-2.23411,33501,5,1486,00*0C0F","G8KNN-1,G8DHE,PB0AHX,G6GZH,G8ZBJ,G8KNN,M0JCU,2E0MXS,G0WXI,G4AIU,M0UPU",560,21:02:23,51.92588,-2.23411,33501,5,1486,0
"$$MULDER,561,21:02:43,51.92429,-2.23351,33522,5,1490,00*8C0C","G8KNN-1,PE2G,PB0NER,M0JCU,PB0AHX,G4MYS,M0UPU,G8KNN,F1OIL,G8ZBJ,M6GTG,2E0MXS,G0WXI,G6GZH,G4AIU",561,21:02:43,51.92429,-2.23351,33522,5,1490,0
"$$MULDER,562,21:02:47,51.92420,-2.23360,33507,5,1484,00*A8D5","G8KNN-1,PB0AHX,G4MYS,M0UPU,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,G0WXI,M6GTG",562,21:02:47,51.9242,-2.2336,33507,5,1484,0
"$$MULDER,563,21:03:22,51.92224,-2.23578,33325,5,1477,20*7F0E","G8KNN-1,PE2G,PB0NER,PB0AHX,G4MYS,G8ZBJ,MatB,G8KNN,G7BTI,M6GTG,2E0MXS,G0WXI,G6GZH,M0JCU,M0UPU",563,21:03:22,51.92224,-2.23578,33325,5,1477,20
"$$MULDER,564,21:03:42,51.92065,-2.23803,33070,4,1476,00*0CDE","G8KNN-1,G8DHE,PE2G,G8ZBJ,F1OIL,G7BTI,M0JCU,2E0MXS,G0WXI,HABJOE_BASE,M0UPU",564,21:03:42,51.92065,-2.23803,33070,4,1476,0
"$$MULDER,565,21:04:01,51.91896,-2.23928,32779,5,1483,00*A9BB","G8KNN-1,G8DHE,PE2G,PB0AHX,M0UPU,F1OIL,DutchMillbt,2E0MXS,G0WXI",565,21:04:01,51.91896,-2.23928,32779,5,1483,0
"$$MULDER,566,21:04:21,51.91754,-2.23873,32468,5,1493,00*985C","G8KNN-1,G8DHE,PB0AHX,M0UPU,F1OIL,M6GTG,G0WXI",566,21:04:21,51.91754,-2.23873,32468,5,1493,0
"$$MULDER,568,21:05:01,51.91573,-2.23998,31775,5,1500,00*22DF","F1OIL,HABJOE_BASE,G8DHE,PE2G,PB0AHX",568,21:05:01,51.91573,-2.23998,31775,5,1500,0
"$$MULDER,569,21:05:21,51.91527,-2.24050,31395,5,1504,00*79A3","G8KNN-1,G8DHE,G7BTI,PB0AHX,G4MYS,MatB,swl014,M0JCU,2E0MXS",569,21:05:21,51.91527,-2.2405,31395,5,1504,0
"$$MULDER,570,21:05:26,51.91329,-2.24372,31026,5,1506,20*60F1","G8KNN-1,G8DHE,G7BTI,G4MYS,M0UPU,MatB,F1OIL,M0JCU,G0WXI,M6GTG,HABJOE_BASE",570,21:05:26,51.91329,-2.24372,31026,5,1506,20
"$$MULDER,571,21:05:59,51.90959,-2.24733,30708,5,1507,20*08D1","G8ZBJ,G8DHE,PE2G,M0UPU,swl014,2E0MXS,G0WXI,HABJOE_BASE",571,21:05:59,51.90959,-2.24733,30708,5,1507,20
"$$MULDER,572,21:06:03,51.90906,-2.24787,30475,5,1508,00*5CED","M6GTG,G8DHE,G7BTI,swl014",572,21:06:03,51.90906,-2.24787,30475,5,1508,0
"$$MULDER,573,21:06:38,51.90564,-2.25266,30210,5,1508,20*78D3",G8KNN,573,21:06:38,51.90564,-2.25266,30210,5,1508,20
"$$MULDER,574,21:06:58,51.90410,-2.25498,29987,5,1508,00*3A7D","G8KNN-1,G8DHE,PE2G,G4MYS,G7BTI,SA6BSS,M0JCU,2E0MXS",574,21:06:58,51.9041,-2.25498,29987,5,1508,0
"$$MULDER,575,21:07:18,51.90259,-2.25711,29732,5,1508,00*2AB7","HABJOE_BASE,G8DHE",575,21:07:18,51.90259,-2.25711,29732,5,1508,0
"$$MULDER,576,21:07:38,51.90140,-2.25882,29431,5,1507,00*AEFF","M0UPU,G8DHE,G8KNN",576,21:07:38,51.9014,-2.25882,29431,5,1507,0
"$$MULDER,577,21:07:57,51.90010,-2.26138,29127,5,1508,00*7702","G8KNN-1,G8DHE,ULC_websdr,G4MYS,M0UPU,G0WXI",577,21:07:57,51.9001,-2.26138,29127,5,1508,0
"$$MULDER,578,21:08:17,51.89991,-2.26183,28834,5,1508,00*D1AB","G8KNN-1,SA6BSS,G4MYS,M0UPU,F1OIL,DutchMillbt,M0JCU,G0WXI,M6GTG",578,21:08:17,51.89991,-2.26183,28834,5,1508,0
