_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites,batterymv,status
"$$MULDER,5,18:04:10,0.00000,0.00000,0,0,1856,20*B9D5",M0UPU,5,18:04:10,0.0,0.0,0,0,1856,20
"$$MULDER,8,18:04:50,51.95022,-2.54463,153,4,1819,00*B800",M0UPU,8,18:04:50,51.95022,-2.54463,153,4,1819,0
"$$MULDER,9,18:05:22,51.95023,-2.54461,152,4,1810,20*8F15",M0UPU,9,18:05:22,51.95023,-2.54461,152,4,1810,20
"$$MULDER,10,18:05:40,51.95023,-2.54461,152,4,1801,00*0DB8",M0UPU,10,18:05:40,51.95023,-2.54461,152,4,1801,0
"$$MULDER,12,18:06:18,51.95024,-2.54459,150,4,1792,31*5008",M0UPU,12,18:06:18,51.95024,-2.54459,150,4,1792,31
"$$MULDER,13,18:06:37,51.95022,-2.54460,151,4,1788,11*AE8C",M0UPU,13,18:06:37,51.95022,-2.5446,151,4,1788,11
"$$MULDER,15,18:07:15,51.95021,-2.54460,152,4,1783,11*2D77",M0UPU,15,18:07:15,51.95021,-2.5446,152,4,1783,11
"$$MULDER,16,18:07:19,51.95021,-2.54460,152,4,1781,11*A21D",M0UPU,16,18:07:19,51.95021,-2.5446,152,4,1781,11
"$$MULDER,17,18:07:52,51.95021,-2.54462,154,4,1779,31*A64C",M0UPU,17,18:07:52,51.95021,-2.54462,154,4,1779,31
"$$MULDER,19,18:08:30,51.95022,-2.54459,151,5,1774,30*8FD2",M0UPU,19,18:08:30,51.95022,-2.54459,151,5,1774,30
"$$MULDER,20,18:08:49,51.95022,-2.54459,150,5,1769,38*2D77",M0UPU,20,18:08:49,51.95022,-2.54459,150,5,1769,38
"$$MULDER,22,18:09:27,51.95022,-2.54461,149,5,1765,08*7F18",M0UPU,22,18:09:27,51.95022,-2.54461,149,5,1765,8
"$$MULDER,23,18:09:46,51.95023,-2.54459,146,5,1763,08*180B",M0UPU,23,18:09:46,51.95023,-2.54459,146,5,1763,8
"$$MULDER,25,18:10:24,51.95024,-2.54461,146,5,1755,08*D9EE",M0UPU,25,18:10:24,51.95024,-2.54461,146,5,1755,8
"$$MULDER,26,18:10:43,51.95023,-2.54459,146,5,1751,08*EB80",M0UPU,26,18:10:43,51.95023,-2.54459,146,5,1751,8
"$$MULDER,28,18:11:21,51.95024,-2.54459,147,5,1745,08*6CF3",M0UPU,28,18:11:21,51.95024,-2.54459,147,5,1745,8
"$$MULDER,30,18:11:59,51.95023,-2.54462,150,5,1739,00*B0D9",M0UPU,30,18:11:59,51.95023,-2.54462,150,5,1739,0
"$$MULDER,31,18:12:17,51.95024,-2.54461,149,5,1736,08*25A8",M0UPU,31,18:12:17,51.95024,-2.54461,149,5,1736,8
"$$MULDER,33,18:12:55,51.95023,-2.54460,148,5,1730,08*3745",M0UPU,33,18:12:55,51.95023,-2.5446,148,5,1730,8
"$$MULDER,34,18:13:14,51.95026,-2.54454,146,5,1732,08*9597",M0UPU,34,18:13:14,51.95026,-2.54454,146,5,1732,8
"$$MULDER,36,18:13:52,51.95031,-2.54450,148,6,1740,08*EBE0",M0UPU,36,18:13:52,51.95031,-2.5445,148,6,1740,8
"$$MULDER,37,18:14:11,51.95033,-2.54455,150,6,1739,08*4B77",M0UPU,37,18:14:11,51.95033,-2.54455,150,6,1739,8
"$$MULDER,39,18:14:49,51.95026,-2.54444,138,6,1738,08*3E71",M0UPU,39,18:14:49,51.95026,-2.54444,138,6,1738,8
"$$MULDER,40,18:15:08,51.95030,-2.54460,143,6,1737,08*7594",M0UPU,40,18:15:08,51.9503,-2.5446,143,6,1737,8
"$$MULDER,42,18:15:46,51.95023,-2.54469,159,6,1734,08*8596",M0UPU,42,18:15:46,51.95023,-2.54469,159,6,1734,8
"$$MULDER,43,18:16:05,51.95022,-2.54457,155,6,1732,08*1425",M0UPU,43,18:16:05,51.95022,-2.54457,155,6,1732,8
"$$MULDER,45,18:16:43,51.95021,-2.54458,141,6,1730,08*577D",M0UPU,45,18:16:43,51.95021,-2.54458,141,6,1730,8
"$$MULDER,46,18:17:02,51.95026,-2.54457,139,6,1729,08*D15A",M0UPU,46,18:17:02,51.95026,-2.54457,139,6,1729,8
"$$MULDER,48,18:17:40,51.95022,-2.54453,143,6,1727,08*8571",M0UPU,48,18:17:40,51.95022,-2.54453,143,6,1727,8
"$$MULDER,50,18:18:18,51.95028,-2.54450,129,4,1724,08*AE7E",M0UPU,50,18:18:18,51.95028,-2.5445,129,4,1724,8
"$$MULDER,51,18:18:22,51.95027,-2.54447,131,6,1722,00*C590","M0UPU,Leo",51,18:18:22,51.95027,-2.54447,131,6,1722,0
"$$MULDER,52,18:18:56,51.95019,-2.54459,133,6,1720,28*4A3A",Leo,52,18:18:56,51.95019,-2.54459,133,6,1720,28
"$$MULDER,55,18:19:53,51.95024,-2.54451,140,5,1717,08*A729",M0UPU,55,18:19:53,51.95024,-2.54451,140,5,1717,8
"$$MULDER,56,18:20:12,51.95024,-2.54454,139,6,1715,08*D90D",M0UPU,56,18:20:12,51.95024,-2.54454,139,6,1715,8
"$$MULDER,57,18:20:31,51.95022,-2.54456,140,6,1711,08*F65E",M0UPU,57,18:20:31,51.95022,-2.54456,140,6,1711,8
"$$MULDER,59,18:21:09,51.95024,-2.54469,145,6,1713,08*C430",M0UPU,59,18:21:09,51.95024,-2.54469,145,6,1713,8
"$$MULDER,60,18:21:28,51.95024,-2.54467,144,5,1718,08*54A8",M0UPU,60,18:21:28,51.95024,-2.54467,144,5,1718,8
"$$MULDER,62,18:22:06,51.95026,-2.54462,149,5,1716,08*7ADA",M0UPU,62,18:22:06,51.95026,-2.54462,149,5,1716,8
"$$MULDER,63,18:22:25,51.95023,-2.54456,149,5,1712,08*4026",M0UPU,63,18:22:25,51.95023,-2.54456,149,5,1712,8
"$$MULDER,64,18:22:44,51.95020,-2.54456,149,5,1710,08*7151",M0UPU,64,18:22:44,51.9502,-2.54456,149,5,1710,8
"$$MULDER,65,18:23:03,51.95019,-2.54453,151,6,1714,08*7D84",M0UPU,65,18:23:03,51.95019,-2.54453,151,6,1714,8
"$$MULDER,66,18:23:22,51.95018,-2.54455,152,6,1714,08*1AF5",M0UPU,66,18:23:22,51.95018,-2.54455,152,6,1714,8
"$$MULDER,67,18:23:41,51.95019,-2.54452,152,6,1713,08*3C67",M0UPU,67,18:23:41,51.95019,-2.54452,152,6,1713,8
"$$MULDER,68,18:24:00,51.95018,-2.54458,153,6,1713,08*9C59",M0UPU,68,18:24:00,51.95018,-2.54458,153,6,1713,8
"$$MULDER,69,18:24:19,51.95012,-2.54454,150,6,1718,08*793A",M0UPU,69,18:24:19,51.95012,-2.54454,150,6,1718,8
"$$MULDER,71,18:24:57,51.95025,-2.54462,152,6,1718,08*F2B7",M0UPU,71,18:24:57,51.95025,-2.54462,152,6,1718,8
"$$MULDER,72,18:25:16,51.95033,-2.54464,155,5,1714,08*37B6",M0UPU,72,18:25:16,51.95033,-2.54464,155,5,1714,8
"$$MULDER,73,18:25:35,51.95033,-2.54463,152,5,1709,08*9DB6",M0UPU,73,18:25:35,51.95033,-2.54463,152,5,1709,8
"$$MULDER,74,18:25:54,51.95032,-2.54462,151,5,1707,08*5BF3",M0UPU,74,18:25:54,51.95032,-2.54462,151,5,1707,8
"$$MULDER,76,18:26:32,51.95036,-2.54461,148,5,1715,00*590B",M0UPU,76,18:26:32,51.95036,-2.54461,148,5,1715,0
"$$MULDER,77,18:26:51,51.95037,-2.54461,147,4,1717,08*5A53",M0UPU,77,18:26:51,51.95037,-2.54461,147,4,1717,8
"$$MULDER,79,18:27:29,51.95036,-2.54456,141,5,1714,08*7FCA",M0UPU,79,18:27:29,51.95036,-2.54456,141,5,1714,8
"$$MULDER,80,18:27:48,51.95041,-2.54458,141,5,1717,08*5C54",M0UPU,80,18:27:48,51.95041,-2.54458,141,5,1717,8
"$$MULDER,81,18:28:07,51.95040,-2.54460,142,5,1719,08*D307",M0UPU,81,18:28:07,51.9504,-2.5446,142,5,1719,8
"$$MULDER,82,18:28:26,51.95042,-2.54458,140,5,1720,08*31FC",M0UPU,82,18:28:26,51.95042,-2.54458,140,5,1720,8
"$$MULDER,83,18:28:45,51.95039,-2.54458,134,5,1720,08*69CA",M0UPU,83,18:28:45,51.95039,-2.54458,134,5,1720,8
"$$MULDER,84,18:29:04,51.95037,-2.54459,135,5,1720,08*817C",M0UPU,84,18:29:04,51.95037,-2.54459,135,5,1720,8
"$$MULDER,85,18:29:23,51.95034,-2.54460,138,5,1719,08*F067",M0UPU,85,18:29:23,51.95034,-2.5446,138,5,1719,8
"$$MULDER,87,18:30:01,51.95033,-2.54458,141,5,1714,08*C83A",M0UPU,87,18:30:01,51.95033,-2.54458,141,5,1714,8
"$$MULDER,88,18:30:20,51.95033,-2.54458,141,5,1712,08*6C31",M0UPU,88,18:30:20,51.95033,-2.54458,141,5,1712,8
"$$MULDER,89,18:30:39,51.95031,-2.54457,141,5,1708,08*6651",M0UPU,89,18:30:39,51.95031,-2.54457,141,5,1708,8
"$$MULDER,90,18:30:58,51.95032,-2.54458,139,5,1708,08*C525",M0UPU,90,18:30:58,51.95032,-2.54458,139,5,1708,8
"$$MULDER,91,18:31:17,51.95036,-2.54460,139,5,1714,28*5577",M0UPU,91,18:31:17,51.95036,-2.5446,139,5,1714,28
"$$MULDER,92,18:31:36,51.95040,-2.54461,144,5,1715,08*4C52",M0UPU,92,18:31:36,51.9504,-2.54461,144,5,1715,8
"$$MULDER,93,18:31:55,51.95045,-2.54462,148,5,1716,08*1446",M0UPU,93,18:31:55,51.95045,-2.54462,148,5,1716,8
"$$MULDER,94,18:32:14,51.95041,-2.54459,146,5,1717,08*171B",M0UPU,94,18:32:14,51.95041,-2.54459,146,5,1717,8
"$$MULDER,95,18:32:33,51.95038,-2.54459,137,5,1717,08*EFC1",M0UPU,95,18:32:33,51.95038,-2.54459,137,5,1717,8
"$$MULDER,96,18:32:52,51.95037,-2.54457,146,5,1716,28*5D3E",M0UPU,96,18:32:52,51.95037,-2.54457,146,5,1716,28
"$$MULDER,97,18:33:11,51.95035,-2.54457,150,5,1716,08*9EDA",M0UPU,97,18:33:11,51.95035,-2.54457,150,5,1716,8
"$$MULDER,98,18:33:30,51.95036,-2.54457,151,5,1715,08*07D8",M0UPU,98,18:33:30,51.95036,-2.54457,151,5,1715,8
"$$MULDER,99,18:33:49,51.95038,-2.54456,158,5,1715,28*2E41",M0UPU,99,18:33:49,51.95038,-2.54456,158,5,1715,28
"$$MULDER,100,18:34:08,51.95036,-2.54462,153,5,1715,08*9F74",M0UPU,100,18:34:08,51.95036,-2.54462,153,5,1715,8
"$$MULDER,101,18:34:27,51.95037,-2.54464,155,5,1716,08*459F",M0UPU,101,18:34:27,51.95037,-2.54464,155,5,1716,8
"$$MULDER,102,18:34:46,51.95036,-2.54462,149,5,1715,08*61A2",M0UPU,102,18:34:46,51.95036,-2.54462,149,5,1715,8
"$$MULDER,103,18:35:05,51.95037,-2.54457,148,5,1715,08*6AEA",M0UPU,103,18:35:05,51.95037,-2.54457,148,5,1715,8
"$$MULDER,104,18:35:24,51.95030,-2.54461,146,5,1714,08*21C7",M0UPU,104,18:35:24,51.9503,-2.54461,146,5,1714,8
"$$MULDER,106,18:36:02,51.95037,-2.54455,147,5,1714,08*DDFC",M0UPU,106,18:36:02,51.95037,-2.54455,147,5,1714,8
"$$MULDER,107,18:36:21,51.95034,-2.54456,146,5,1714,08*D768",M0UPU,107,18:36:21,51.95034,-2.54456,146,5,1714,8
"$$MULDER,108,18:36:40,51.95038,-2.54463,149,5,1714,08*2629",M0UPU,108,18:36:40,51.95038,-2.54463,149,5,1714,8
"$$MULDER,109,18:36:59,51.95031,-2.54458,150,5,1714,08*15C2",M0UPU,109,18:36:59,51.95031,-2.54458,150,5,1714,8
"$$MULDER,110,18:37:18,51.95031,-2.54458,147,5,1714,08*3146",M0UPU,110,18:37:18,51.95031,-2.54458,147,5,1714,8
"$$MULDER,112,18:37:56,51.95035,-2.54454,148,5,1713,08*743D",M0UPU,112,18:37:56,51.95035,-2.54454,148,5,1713,8
"$$MULDER,113,18:38:15,51.95031,-2.54462,144,6,1713,08*DC34",M0UPU,113,18:38:15,51.95031,-2.54462,144,6,1713,8
"$$MULDER,115,18:38:53,51.95028,-2.54459,142,6,1712,08*5702",M0UPU,115,18:38:53,51.95028,-2.54459,142,6,1712,8
"$$MULDER,117,18:39:31,51.95035,-2.54458,144,5,1712,08*E42E",M0UPU,117,18:39:31,51.95035,-2.54458,144,5,1712,8
"$$MULDER,118,18:39:50,51.95028,-2.54458,138,5,1711,08*51B6",M0UPU,118,18:39:50,51.95028,-2.54458,138,5,1711,8
"$$MULDER,120,18:40:28,51.95033,-2.54458,143,6,1700,08*7B47",M0UPU,120,18:40:28,51.95033,-2.54458,143,6,1700,8
"$$MULDER,121,18:40:47,51.95034,-2.54461,143,5,1696,08*79C6",M0UPU,121,18:40:47,51.95034,-2.54461,143,5,1696,8
"$$MULDER,123,18:41:25,51.95032,-2.54456,144,6,1708,08*D78B",M0UPU,123,18:41:25,51.95032,-2.54456,144,6,1708,8
"$$MULDER,124,18:41:44,51.95037,-2.54458,150,5,1710,08*1854",M0UPU,124,18:41:44,51.95037,-2.54458,150,5,1710,8
"$$MULDER,125,18:42:03,51.95030,-2.54463,147,5,1710,08*E709",M0UPU,125,18:42:03,51.9503,-2.54463,147,5,1710,8
"$$MULDER,126,18:42:22,51.95038,-2.54458,147,5,1710,08*9DFE",M0UPU,126,18:42:22,51.95038,-2.54458,147,5,1710,8
"$$MULDER,128,18:43:00,51.95024,-2.54472,152,6,1709,08*92D6",M0UPU,128,18:43:00,51.95024,-2.54472,152,6,1709,8
"$$MULDER,129,18:43:19,51.95032,-2.54474,162,6,1708,08*3966",M0UPU,129,18:43:19,51.95032,-2.54474,162,6,1708,8
"$$MULDER,131,18:43:57,51.95029,-2.54472,145,5,1708,08*075B",M0UPU,131,18:43:57,51.95029,-2.54472,145,5,1708,8
"$$MULDER,132,18:44:16,51.95030,-2.54466,139,5,1708,08*4D58",M0UPU,132,18:44:16,51.9503,-2.54466,139,5,1708,8
"$$MULDER,134,18:44:54,51.95025,-2.54464,146,6,1708,08*EDE1",M0UPU,134,18:44:54,51.95025,-2.54464,146,6,1708,8
"$$MULDER,135,18:45:13,51.95024,-2.54464,157,6,1708,08*2FED",M0UPU,135,18:45:13,51.95024,-2.54464,157,6,1708,8
"$$MULDER,136,18:45:32,51.95026,-2.54462,155,6,1707,08*1D3E",M0UPU,136,18:45:32,51.95026,-2.54462,155,6,1707,8
"$$MULDER,138,18:46:10,51.95022,-2.54460,156,6,1707,08*4CD6",M0UPU,138,18:46:10,51.95022,-2.5446,156,6,1707,8
"$$MULDER,139,18:46:29,51.95032,-2.54468,147,6,1706,08*528A",M0UPU,139,18:46:29,51.95032,-2.54468,147,6,1706,8
"$$MULDER,141,18:47:07,51.95042,-2.54508,143,6,1706,08*7B95",M0UPU,141,18:47:07,51.95042,-2.54508,143,6,1706,8
"$$MULDER,142,18:47:26,51.95045,-2.54537,142,6,1707,08*191D",M0UPU,142,18:47:26,51.95045,-2.54537,142,6,1707,8
"$$MULDER,143,18:47:45,51.95054,-2.54565,143,6,1708,08*3A09",M0UPU,143,18:47:45,51.95054,-2.54565,143,6,1708,8
"$$MULDER,144,18:48:04,51.95053,-2.54585,148,6,1708,08*9DD5",M0UPU,144,18:48:04,51.95053,-2.54585,148,6,1708,8
"$$MULDER,146,18:48:42,51.95065,-2.54561,147,5,1702,08*B4A9",M0UPU,146,18:48:42,51.95065,-2.54561,147,5,1702,8
"$$MULDER,147,18:49:01,51.95108,-2.54476,152,5,1701,08*3E90",M0UPU,147,18:49:01,51.95108,-2.54476,152,5,1701,8
"$$MULDER,148,18:49:20,51.95165,-2.54390,170,6,1704,08*310E",M0UPU,148,18:49:20,51.95165,-2.5439,170,6,1704,8
"$$MULDER,149,18:49:39,51.95226,-2.54301,192,5,1704,08*F90A",M0UPU,149,18:49:39,51.95226,-2.54301,192,5,1704,8
"$$MULDER,150,18:49:58,51.95290,-2.54214,235,5,1704,08*F18A",M0UPU,150,18:49:58,51.9529,-2.54214,235,5,1704,8
"$$MULDER,152,18:50:36,51.95424,-2.54017,398,5,1697,08*A00B",M0UPU,152,18:50:36,51.95424,-2.54017,398,5,1697,8
"$$MULDER,153,18:50:55,51.95485,-2.53903,464,6,1698,08*AE90",M0UPU,153,18:50:55,51.95485,-2.53903,464,6,1698,8
"$$MULDER,154,18:51:14,51.95544,-2.53804,527,6,1704,08*4007",G7BTI,154,18:51:14,51.95544,-2.53804,527,6,1704,8
"$$MULDER,155,18:51:33,51.95611,-2.53691,602,6,1707,08*C12E","M0UPU,G7BTI",155,18:51:33,51.95611,-2.53691,602,6,1707,8
"$$MULDER,156,18:51:52,51.95672,-2.53589,663,6,1708,08*0259","M0UPU,G7BTI",156,18:51:52,51.95672,-2.53589,663,6,1708,8
"$$MULDER,157,18:52:11,51.95737,-2.53477,720,6,1708,08*80DE",G7BTI,157,18:52:11,51.95737,-2.53477,720,6,1708,8
"$$MULDER,158,18:52:30,51.95796,-2.53371,771,6,1708,08*C0E8","M0UPU,G7BTI",158,18:52:30,51.95796,-2.53371,771,6,1708,8
"$$MULDER,159,18:52:49,51.95853,-2.53252,821,5,1708,08*B6F7","M0UPU,G7BTI",159,18:52:49,51.95853,-2.53252,821,5,1708,8
"$$MULDER,160,18:53:08,51.95909,-2.53144,863,6,1707,08*5F10","M0UPU,G7BTI",160,18:53:08,51.95909,-2.53144,863,6,1707,8
"$$MULDER,161,18:53:27,51.95968,-2.53021,913,6,1707,08*1C1E","M0UPU,G7BTI",161,18:53:27,51.95968,-2.53021,913,6,1707,8
"$$MULDER,162,18:53:46,51.96015,-2.52905,957,6,1707,08*79DD","M0UPU,G7BTI",162,18:53:46,51.96015,-2.52905,957,6,1707,8
"$$MULDER,163,18:54:05,51.96071,-2.52784,1004,6,1706,08*7AA7",G7BTI,163,18:54:05,51.96071,-2.52784,1004,6,1706,8
"$$MULDER,164,18:54:24,51.96133,-2.52653,1045,6,1705,00*A12A","M0UPU,G7BTI",164,18:54:24,51.96133,-2.52653,1045,6,1705,0
"$$MULDER,165,18:54:43,51.96187,-2.52490,1083,6,1705,00*8767","M0UPU,M0JCU,G7BTI",165,18:54:43,51.96187,-2.5249,1083,6,1705,0
"$$MULDER,166,18:55:02,51.96256,-2.52319,1130,6,1705,00*45BC","M0UPU,M0JCU,G7BTI",166,18:55:02,51.96256,-2.52319,1130,6,1705,0
"$$MULDER,167,18:55:21,51.96326,-2.52155,1177,6,1705,00*33C5","G8ZBJ,M0JCU,G7BTI",167,18:55:21,51.96326,-2.52155,1177,6,1705,0
"$$MULDER,168,18:55:40,51.96394,-2.51979,1227,6,1704,00*54D0","G8ZBJ,M0UPU,M0JCU,G7BTI",168,18:55:40,51.96394,-2.51979,1227,6,1704,0
"$$MULDER,169,18:55:59,51.96473,-2.51813,1283,6,1704,00*A3E5","M0UPU,G8ZBJ,M0JCU,G7BTI",169,18:55:59,51.96473,-2.51813,1283,6,1704,0
"$$MULDER,170,18:56:18,51.96545,-2.51640,1336,6,1703,00*433A","G8ZBJ,M0UPU,M0JCU,G7BTI",170,18:56:18,51.96545,-2.5164,1336,6,1703,0
"$$MULDER,171,18:56:37,51.96635,-2.51474,1397,6,1702,00*1A08","G8ZBJ,M0UPU,M0JCU,G7BTI",171,18:56:37,51.96635,-2.51474,1397,6,1702,0
"$$MULDER,172,18:56:56,51.96731,-2.51308,1454,6,1701,00*44C5","G8ZBJ,M0JCU,G7BTI",172,18:56:56,51.96731,-2.51308,1454,6,1701,0
"$$MULDER,173,18:57:15,51.96838,-2.51133,1511,6,1700,00*E44B","G8ZBJ,M0UPU,M0JCU,G7BTI",173,18:57:15,51.96838,-2.51133,1511,6,1700,0
"$$MULDER,174,18:57:34,51.96947,-2.50944,1570,6,1699,00*EEE3","G8ZBJ,M0UPU,M0JCU,G7BTI",174,18:57:34,51.96947,-2.50944,1570,6,1699,0
"$$MULDER,175,18:57:53,51.97067,-2.50738,1626,6,1698,00*A479","G8ZBJ,M0UPU,M0JCU,G7BTI",175,18:57:53,51.97067,-2.50738,1626,6,1698,0
"$$MULDER,176,18:58:12,51.97177,-2.50569,1677,6,1697,00*8437","G8ZBJ,M0UPU,M0JCU,G7BTI",176,18:58:12,51.97177,-2.50569,1677,6,1697,0
"$$MULDER,177,18:58:31,51.97266,-2.50457,1741,6,1698,00*3729","G8ZBJ,M0UPU,M0JCU,G7BTI",177,18:58:31,51.97266,-2.50457,1741,6,1698,0
"$$MULDER,178,18:58:50,51.97367,-2.50369,1798,5,1697,00*5E4C","G8ZBJ,M0UPU,M0JCU,G7BTI",178,18:58:50,51.97367,-2.50369,1798,5,1697,0
"$$MULDER,179,18:59:09,51.97458,-2.50265,1852,6,1697,00*C48A","G8ZBJ,M0UPU,M0JCU,2E0MXS,G7BTI",179,18:59:09,51.97458,-2.50265,1852,6,1697,0
"$$MULDER,180,18:59:28,51.97550,-2.50128,1898,6,1695,00*DBDF","G8ZBJ,M0JCU,2E0MXS,G7BTI",180,18:59:28,51.9755,-2.50128,1898,6,1695,0
"$$MULDER,181,18:59:47,51.97657,-2.49990,1951,6,1694,00*335B","G8ZBJ,M0UPU,M0JCU,2E0MXS,G7BTI",181,18:59:47,51.97657,-2.4999,1951,6,1694,0
"$$MULDER,182,19:00:06,51.97754,-2.49837,2016,6,1691,00*ACA7","G8ZBJ,M0UPU,M0JCU,2E0MXS,G7BTI",182,19:00:06,51.97754,-2.49837,2016,6,1691,0
"$$MULDER,183,19:00:25,51.97848,-2.49660,2071,6,1686,00*C9F8","M0JCU,2E0MXS,G7BTI",183,19:00:25,51.97848,-2.4966,2071,6,1686,0
"$$MULDER,184,19:00:44,51.97959,-2.49480,2130,6,1682,00*A176","G8ZBJ,M0UPU,M0JCU,2E0MXS,G7BTI",184,19:00:44,51.97959,-2.4948,2130,6,1682,0
"$$MULDER,185,19:01:03,51.98057,-2.49304,2188,6,1684,00*CEAD","G8ZBJ,M0UPU,M0JCU,2E0MXS,G7BTI",185,19:01:03,51.98057,-2.49304,2188,6,1684,0
"$$MULDER,186,19:01:22,51.98168,-2.49112,2255,6,1690,00*A6C1","G8ZBJ,M0UPU,M0JCU,2E0MXS,G7BTI",186,19:01:22,51.98168,-2.49112,2255,6,1690,0
"$$MULDER,187,19:01:41,51.98268,-2.48913,2319,6,1691,00*4FAE","G8ZBJ,M0JCU,2E0MXS,G7BTI",187,19:01:41,51.98268,-2.48913,2319,6,1691,0
"$$MULDER,188,19:02:00,51.98382,-2.48721,2379,5,1690,00*9B48","G8ZBJ,M0UPU,M0JCU,2E0MXS",188,19:02:00,51.98382,-2.48721,2379,5,1690,0
"$$MULDER,189,19:02:19,51.98481,-2.48535,2433,6,1690,00*8746","G8ZBJ,M0UPU,M0JCU,G7BTI,G6GZH",189,19:02:19,51.98481,-2.48535,2433,6,1690,0
"$$MULDER,190,19:02:38,51.98583,-2.48358,2497,6,1690,00*158C","G8ZBJ,M0JCU,2E0MXS,G7BTI,G6GZH",190,19:02:38,51.98583,-2.48358,2497,6,1690,0
"$$MULDER,191,19:02:57,51.98691,-2.48195,2553,6,1689,00*36D8","G8ZBJ,G7BTI,M0UPU,M0JCU,2E0MXS,G6GZH",191,19:02:57,51.98691,-2.48195,2553,6,1689,0
"$$MULDER,192,19:03:16,51.98802,-2.48035,2603,6,1689,00*7F48","G8ZBJ,G7BTI,M0UPU,M0JCU,2E0MXS,G6GZH",192,19:03:16,51.98802,-2.48035,2603,6,1689,0
"$$MULDER,193,19:03:35,51.98906,-2.47864,2651,6,1688,00*04D7","G8ZBJ,M0JCU,2E0MXS,G7BTI,G6GZH",193,19:03:35,51.98906,-2.47864,2651,6,1688,0
"$$MULDER,194,19:03:54,51.99019,-2.47672,2692,6,1687,00*B72C","G8ZBJ,G7BTI,M0UPU,M0JCU,2E0MXS,G6GZH",194,19:03:54,51.99019,-2.47672,2692,6,1687,0
"$$MULDER,195,19:04:13,51.99132,-2.47489,2743,5,1686,00*E925","G8KNN-1,G7BTI,G8ZBJ,M0JCU,2E0MXS,G6GZH,M0UPU",195,19:04:13,51.99132,-2.47489,2743,5,1686,0
"$$MULDER,196,19:04:32,51.99236,-2.47339,2798,6,1686,00*9975","G8KNN-1,G7BTI,G8ZBJ,M0JCU,2E0MXS,G6GZH,M0UPU",196,19:04:32,51.99236,-2.47339,2798,6,1686,0
"$$MULDER,197,19:04:52,51.99353,-2.47182,2846,5,1686,00*2BBE","G7BTI,G6GZH,G8ZBJ,M0JCU,2E0MXS,G4AIU",197,19:04:52,51.99353,-2.47182,2846,5,1686,0
"$$MULDER,198,19:05:11,51.99451,-2.47031,2903,5,1684,00*E52B","G8ZBJ,G7BTI,G4AIU,M0UPU,M0JCU,2E0MXS,G6GZH",198,19:05:11,51.99451,-2.47031,2903,5,1684,0
"$$MULDER,199,19:05:30,51.99548,-2.46869,2950,6,1684,00*1A3F","G8KNN-1,G7BTI,G6GZH,G8ZBJ,M0JCU,2E0MXS,G4AIU,M0UPU",199,19:05:30,51.99548,-2.46869,2950,6,1684,0
"$$MULDER,200,19:05:49,51.99664,-2.46705,3008,6,1684,00*2FA3","M0CJM,G8KNN-1,G7BTI,G4AIU,G8ZBJ,M0JCU,2E0MXS,G6GZH",200,19:05:49,51.99664,-2.46705,3008,6,1684,0
"$$MULDER,201,19:06:08,51.99789,-2.46542,3052,5,1684,00*12C0","G8KNN-1,G7BTI,G4AIU,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,M0UPU",201,19:06:08,51.99789,-2.46542,3052,5,1684,0
"$$MULDER,202,19:06:27,51.99937,-2.46389,3089,6,1682,00*5D24","M0CJM,G8KNN-1,G7BTI,G4AIU,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,M0UPU",202,19:06:27,51.99937,-2.46389,3089,6,1682,0
"$$MULDER,203,19:06:46,52.00082,-2.46251,3141,6,1681,00*09D5","G8KNN-1,G7BTI,G6GZH,G8ZBJ,M0JCU,2E0MXS,G4AIU",203,19:06:46,52.00082,-2.46251,3141,6,1681,0
"$$MULDER,204,19:07:05,52.00228,-2.46092,3184,6,1680,00*22EA","M0CJM,G8KNN-1,G7BTI,M0DNY_WebSDR,G4AIU,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,M0UPU",204,19:07:05,52.00228,-2.46092,3184,6,1680,0
"$$MULDER,205,19:07:24,52.00385,-2.45904,3228,6,1680,00*3F99","M0CJM,G8KNN-1,G7BTI,M0DNY_WebSDR,G6GZH,G8ZBJ,M0JCU,G0WXI,G4AIU,M0UPU",205,19:07:24,52.00385,-2.45904,3228,6,1680,0
"$$MULDER,206,19:07:43,52.00570,-2.45711,3272,6,1678,00*79C1","M0CJM,G8ZBJ,G7BTI,G6GZH,M0UPU,M0JCU,2E0MXS,G0WXI,G4AIU",206,19:07:43,52.0057,-2.45711,3272,6,1678,0
"$$MULDER,207,19:08:02,52.00758,-2.45510,3311,6,1677,00*E974","G8KNN-1,G7BTI,G4AIU,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,M0UPU",207,19:08:02,52.00758,-2.4551,3311,6,1677,0
"$$MULDER,208,19:08:21,52.00938,-2.45317,3348,6,1676,00*951C","M0CJM,G8KNN-1,G7BTI,2E0KPI,G8ZBJ,M0JCU,G0WXI,G6GZH,G4AIU",208,19:08:21,52.00938,-2.45317,3348,6,1676,0
