_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites,battery
"$$X0,606,13:11:09,53.06364,0.88770,16682,8,4.38*8D9C","F5APQ,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",606,13:11:09,53.06364,0.8877,16682,8,4.38
"$$X0,607,13:11:21,53.06455,0.89042,16743,8,4.37*A647","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",607,13:11:21,53.06455,0.89042,16743,8,4.37
"$$X0,609,13:11:45,53.06636,0.89532,16844,8,4.38*9D1B","M0UPU,G8DHE,PE2G,G0CXW,amell,EDU001,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",609,13:11:45,53.06636,0.89532,16844,8,4.38
"$$X0,608,13:11:33,53.06545,0.89295,16791,8,4.38*0F9D","F5APQ,G8DHE,PE2G,2E0NRD,G0CXW,amell,EDU001,MH,2E0KPI,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",608,13:11:33,53.06545,0.89295,16791,8,4.38
"$$X0,610,13:11:57,53.06718,0.89762,16897,8,4.38*A78B","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",610,13:11:57,53.06718,0.89762,16897,8,4.38
"$$X0,611,13:12:09,53.06806,0.90000,16953,8,4.37*950C","F5APQ,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",611,13:12:09,53.06806,0.9,16953,8,4.37
"$$X0,612,13:12:21,53.06896,0.90212,17005,8,4.38*AB49","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",612,13:12:21,53.06896,0.90212,17005,8,4.38
"$$X0,613,13:12:33,53.06993,0.90446,17052,8,4.37*A429","G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",613,13:12:33,53.06993,0.90446,17052,8,4.37
"$$X0,614,13:12:45,53.07070,0.90711,17105,8,4.37*CF23","F5APQ,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",614,13:12:45,53.0707,0.90711,17105,8,4.37
"$$X0,615,13:12:57,53.07153,0.90964,17161,8,4.37*4547","G3ZGZ,PE2G,2E0NRD,amell,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",615,13:12:57,53.07153,0.90964,17161,8,4.37
"$$X0,616,13:13:09,53.07240,0.91209,17212,8,4.37*E310","M0UPU,G3ZGZ,PE2G,2E0NRD,amell,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",616,13:13:09,53.0724,0.91209,17212,8,4.37
"$$X0,617,13:13:21,53.07320,0.91456,17266,8,4.37*27B2","G3ZGZ,G8DHE,2E0NRD,G0CXW,amell,MH,2E0KPI,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",617,13:13:21,53.0732,0.91456,17266,8,4.37
"$$X0,618,13:13:33,53.07407,0.91736,17317,8,4.37*2753","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",618,13:13:33,53.07407,0.91736,17317,8,4.37
"$$X0,619,13:13:45,53.07490,0.92011,17365,8,4.36*65C2","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,PE1ANS,G0WXI,G6GZH,PD3T",619,13:13:45,53.0749,0.92011,17365,8,4.36
"$$X0,620,13:13:57,53.07578,0.92307,17420,7,4.37*6D4A","G3ZGZ,G8DHE,PE2G,G0CXW,amell,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",620,13:13:57,53.07578,0.92307,17420,7,4.37
"$$X0,621,13:14:09,53.07655,0.92648,17492,7,4.36*DA6C","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",621,13:14:09,53.07655,0.92648,17492,7,4.36
"$$X0,622,13:14:21,53.07717,0.92998,17563,7,4.35*F9EF","M0UPU,G3ZGZ,G8DHE,PE2G,G0CXW,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",622,13:14:21,53.07717,0.92998,17563,7,4.35
"$$X0,623,13:14:33,53.07749,0.93388,17634,7,4.36*5FA0","G8DHE,PE2G,G0CXW,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",623,13:14:33,53.07749,0.93388,17634,7,4.36
"$$X0,624,13:14:45,53.07782,0.93753,17687,7,4.36*30DA","F5APQ,G3ZGZ,G8DHE,PE2G,G0CXW,EDU001,MH,2E0KPI,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",624,13:14:45,53.07782,0.93753,17687,7,4.36
"$$X0,625,13:14:57,53.07808,0.94105,17749,7,4.36*F32B","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",625,13:14:57,53.07808,0.94105,17749,7,4.36
"$$X0,626,13:15:09,53.07825,0.94432,17800,7,4.36*334B","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",626,13:15:09,53.07825,0.94432,17800,7,4.36
"$$X0,627,13:15:21,53.07843,0.94753,17856,7,4.36*DE05","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",627,13:15:21,53.07843,0.94753,17856,7,4.36
"$$X0,628,13:15:33,53.07847,0.95045,17906,7,4.36*45E7","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",628,13:15:33,53.07847,0.95045,17906,7,4.36
"$$X0,629,13:15:45,53.07831,0.95331,17958,7,4.36*F266","M0UPU,G8DHE,PE2G,G0CXW,EDU001,MH,PD3T,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",629,13:15:45,53.07831,0.95331,17958,7,4.36
"$$X0,630,13:15:57,53.07787,0.95602,18010,7,4.36*784F","G8DHE,PE2G,2E0NRD,G0CXW,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",630,13:15:57,53.07787,0.95602,18010,7,4.36
"$$X0,631,13:16:09,53.07747,0.95848,18067,7,4.36*9623","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,PE1ANS,G0WXI",631,13:16:09,53.07747,0.95848,18067,7,4.36
"$$X0,632,13:16:21,53.07715,0.96072,18133,7,4.36*C5D3","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,PE1ANS,G0WXI,G6GZH",632,13:16:21,53.07715,0.96072,18133,7,4.36
"$$X0,633,13:16:33,53.07679,0.96297,18196,7,4.36*6E1D","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,PE1ANS,G0WXI,G6GZH",633,13:16:33,53.07679,0.96297,18196,7,4.36
"$$X0,634,13:16:45,53.07651,0.96487,18252,7,4.36*BC05","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,2E0KPI,F5APQ,G0HWW,G8KNN,PE1ANS,G0WXI,G6GZH",634,13:16:45,53.07651,0.96487,18252,7,4.36
"$$X0,635,13:16:57,53.07635,0.96669,18307,7,4.36*EFB2","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,MH,2E0KPI,F5APQ,G0HWW,G8KNN,PE1ANS,PC1PCL,G0WXI,G6GZH",635,13:16:57,53.07635,0.96669,18307,7,4.36
"$$X0,636,13:17:09,53.07651,0.96802,18369,7,4.35*2541","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,EDU001,MH,2E0KPI,F5APQ,M6EDF,G8KNN,PE1ANS,PC1PCL,G0WXI,G6GZH",636,13:17:09,53.07651,0.96802,18369,7,4.35
"$$X0,637,13:17:21,53.07696,0.96925,18427,7,4.35*4E45","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,EDU001,MH,2E0KPI,F5APQ,M6EDF,G0HWW,G8KNN,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",637,13:17:21,53.07696,0.96925,18427,7,4.35
"$$X0,638,13:17:33,53.07733,0.97077,18479,7,4.35*1B2C","F5APQ,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,EDU001,MH,2E0KPI,M0UPU,G0HWW,G8KNN,PE1ANS,G0WXI,G6GZH,PD3T",638,13:17:33,53.07733,0.97077,18479,7,4.35
"$$X0,639,13:17:45,53.07782,0.97265,18533,7,4.35*DF91","G3ZGZ,G8DHE,PE2G,G0CXW,MH,2E0KPI,F5APQ,M6EDF,G0HWW,G8KNN,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",639,13:17:45,53.07782,0.97265,18533,7,4.35
"$$X0,640,13:17:57,53.07820,0.97434,18594,7,4.35*F9BD","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,MH,2E0KPI,F5APQ,M6EDF,G8KNN,PE1ANS,PC1PCL,G0WXI,G6GZH",640,13:17:57,53.0782,0.97434,18594,7,4.35
"$$X0,641,13:18:09,53.07854,0.97595,18658,7,4.35*7BEB","M0UPU,G3ZGZ,PE2G,2E0NRD,EDU001,MH,2E0KPI,F5APQ,M6EDF,G8KNN,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",641,13:18:09,53.07854,0.97595,18658,7,4.35
"$$X0,644,13:18:45,53.07934,0.98177,18853,7,4.35*A76C","G3ZGZ,G8DHE,PE2G,2E0NRD,MH,2E0KPI,F5APQ,M6EDF,G8KNN,PE1ANS,G0WXI,G6GZH,PD3T",644,13:18:45,53.07934,0.98177,18853,7,4.35
"$$X0,642,13:18:21,53.07883,0.97767,18720,7,4.35*1A3F","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,EDU001,MH,2E0KPI,F5APQ,G8KNN,PE1ANS,PC1PCL,G0WXI,G6GZH",642,13:18:21,53.07883,0.97767,18720,7,4.35
"$$X0,643,13:18:33,53.07902,0.97960,18786,7,4.35*2D25","F5APQ,G3ZGZ,G8DHE,PE2G,G0CXW,EDU001,MH,2E0KPI,M0UPU,M6EDF,G0HWW,G8KNN,PE1ANS,G0WXI,G6GZH,PD3T",643,13:18:33,53.07902,0.9796,18786,7,4.35
"$$X0,645,13:18:57,53.07980,0.98373,18908,7,4.35*7F70","M0UPU,G3ZGZ,G8DHE,PE2G,EDU001,MH,2E0KPI,F5APQ,M6EDF,G8KNN,PE1ANS,PC1PCL,G0WXI,G6GZH",645,13:18:57,53.0798,0.98373,18908,7,4.35
"$$X0,646,13:19:09,53.08012,0.98530,18961,7,4.35*E0E0","F5APQ,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,EDU001,MH,2E0KPI,M0UPU,M6EDF,G8KNN,PE1ANS,G0WXI,G6GZH",646,13:19:09,53.08012,0.9853,18961,7,4.35
"$$X0,647,13:19:21,53.08066,0.98706,19026,7,4.35*0FCE","F5APQ,G3ZGZ,G8DHE,PE2G,G0CXW,EDU001,MH,2E0KPI,M0UPU,M6EDF,G8KNN,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",647,13:19:21,53.08066,0.98706,19026,7,4.35
"$$X0,648,13:19:33,53.08116,0.98888,19078,7,4.35*BD9F","G3ZGZ,G8DHE,PE2G,G0CXW,EDU001,MH,2E0KPI,F5APQ,M6EDF,G8KNN,PE1ANS,G0WXI,G6GZH",648,13:19:33,53.08116,0.98888,19078,7,4.35
"$$X0,649,13:19:45,53.08174,0.99095,19148,6,4.33*E9A5","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,MH,2E0KPI,F5APQ,M6EDF,G0HWW,G8KNN,PE1ANS,G0WXI",649,13:19:45,53.08174,0.99095,19148,6,4.33
"$$X0,650,13:19:57,53.08213,0.99318,19218,7,4.35*A8E6","G3ZGZ,G8DHE,PE2G,G0CXW,MH,2E0KPI,F5APQ,G0HWW,G8KNN,PE1ANS,G0WXI,G6GZH,PD3T",650,13:19:57,53.08213,0.99318,19218,7,4.35
"$$X0,651,13:20:09,53.08230,0.99552,19279,7,4.35*FC37","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,MH,2E0KPI,M0UPU,M6EDF,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",651,13:20:09,53.0823,0.99552,19279,7,4.35
"$$X0,651,13:20:09,53.08230,0.99552,19279,7,4.35*Fc37",PC1PCL,651,13:20:09,53.0823,0.99552,19279,7,4.35
"$$X0,652,13:20:21,53.08242,0.99773,19338,7,4.35*6EB2","M0UPU,G3ZGZ,G8DHE,PE2G,G0CXW,EDU001,MH,2E0KPI,F5APQ,M6EDF,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",652,13:20:21,53.08242,0.99773,19338,7,4.35
"$$X0,653,13:20:33,53.08267,1.00011,19399,7,4.35*96CE","M0UPU,G3ZGZ,G8DHE,PE2G,MH,2E0KPI,F5APQ,M6EDF,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",653,13:20:33,53.08267,1.00011,19399,7,4.35
"$$X0,655,13:20:57,53.08300,1.00551,19490,7,4.34*80A0","G3ZGZ,G8DHE,PD3T,2E0NRD,MH,M0MKS,F5APQ,M6EDF,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,G6GZH",655,13:20:57,53.083,1.00551,19490,7,4.34
"$$X0,654,13:20:45,53.08292,1.00282,19450,7,4.35*F8B4","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,MH,M0MKS,F5APQ,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,G6GZH",654,13:20:45,53.08292,1.00282,19450,7,4.35
"$$X0,656,13:21:09,53.08298,1.00839,19541,7,4.34*5028","F5APQ,G3ZGZ,G8DHE,PE2G,G0CXW,amell,MH,PD3T,M0UPU,M6EDF,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",656,13:21:09,53.08298,1.00839,19541,7,4.34
"$$X0,658,13:21:33,53.08258,1.01422,19631,7,4.33*6134","F5APQ,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,M0MKS,M0UPU,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",658,13:21:33,53.08258,1.01422,19631,7,4.33
"$$X0,657,13:21:21,53.08277,1.01133,19580,7,4.34*624F","M0UPU,G3ZGZ,G8DHE,PE2G,G0CXW,amell,MH,M0MKS,F5APQ,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,G6GZH",657,13:21:21,53.08277,1.01133,19580,7,4.34
"$$X0,659,13:21:45,53.08237,1.01700,19683,7,4.34*ACCB","F5APQ,G3ZGZ,G8DHE,PE2G,2E0NRD,amell,MH,M0MKS,M0UPU,M6EDF,G0HWW,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,G6GZH",659,13:21:45,53.08237,1.017,19683,7,4.34
"$$X0,660,13:21:57,53.08201,1.01974,19740,7,4.34*5E5C","G3ZGZ,G8DHE,PE2G,amell,MH,M0MKS,F5APQ,M6EDF,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,G6GZH",660,13:21:57,53.08201,1.01974,19740,7,4.34
"$$X0,661,13:22:09,53.08171,1.02200,19794,7,4.34*6307","G3ZGZ,G8DHE,PE2G,G0CXW,amell,EDU001,MH,M0MKS,F5APQ,M6EDF,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",661,13:22:09,53.08171,1.022,19794,7,4.34
"$$X0,662,13:22:21,53.08144,1.02364,19853,7,4.34*015D","G3ZGZ,G8DHE,PE2G,G0CXW,amell,MH,M0MKS,F5APQ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",662,13:22:21,53.08144,1.02364,19853,7,4.34
"$$X0,663,13:22:33,53.08132,1.02503,19919,7,4.34*E92D","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,M0MKS,M6EDF,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,G6GZH",663,13:22:33,53.08132,1.02503,19919,7,4.34
"$$X0,664,13:22:45,53.08122,1.02588,19994,7,4.35*8149","G3ZGZ,G8DHE,PE2G,2E0NRD,amell,MH,2E0KPI,F5APQ,M6EDF,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",664,13:22:45,53.08122,1.02588,19994,7,4.35
"$$X0,665,13:22:57,53.08131,1.02626,20046,7,4.34*1084","G4FUI,G8DHE,PE2G,G0CXW,amell,G3ZGZ,M0MKS,F5APQ,M6EDF,MH,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,PD3T",665,13:22:57,53.08131,1.02626,20046,7,4.34
"$$X0,666,13:23:09,53.08145,1.02651,20107,7,4.34*96F3","G4FUI,G8DHE,PE2G,G0CXW,MH,M0MKS,F5APQ,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,PD3T",666,13:23:09,53.08145,1.02651,20107,7,4.34
"$$X0,667,13:23:21,53.08153,1.02692,20167,7,4.34*8931","F5APQ,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,M0MKS,M0UPU,M6EDF,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,G6GZH",667,13:23:21,53.08153,1.02692,20167,7,4.34
"$$X0,668,13:23:33,53.08155,1.02726,20227,7,4.34*B0CD","G3ZGZ,G8DHE,PE2G,G0CXW,amell,MH,2E0KPI,F5APQ,M6EDF,G8KNN,G8FJG_1,PE1ANS,M0MKS,G0WXI,G6GZH",668,13:23:33,53.08155,1.02726,20227,7,4.34
"$$X0,670,13:23:57,53.08199,1.02806,20353,6,4.33*676A","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,M0MKS,G0WXI,G6GZH,PD3T",670,13:23:57,53.08199,1.02806,20353,6,4.33
"$$X0,669,13:23:45,53.08176,1.02752,20285,7,4.34*4D7D","G3ZGZ,G8DHE,PE2G,2E0NRD,amell,MH,M0MKS,F5APQ,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,G6GZH,PD3T",669,13:23:45,53.08176,1.02752,20285,7,4.34
"$$X0,671,13:24:09,53.08239,1.02859,20413,7,4.33*84CE","G4FUI,G8DHE,PE2G,2E0NRD,G0CXW,amell,G3ZGZ,2E0KPI,F5APQ,MH,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",671,13:24:09,53.08239,1.02859,20413,7,4.33
"$$X0,672,13:24:21,53.08301,1.02919,20474,7,4.33*4CF8","G3ZGZ,G8DHE,PE2G,MH,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,M0MKS,G0WXI,G6GZH,PD3T",672,13:24:21,53.08301,1.02919,20474,7,4.33
"$$X0,673,13:24:33,53.08373,1.03024,20538,7,4.33*C21D","M0UPU,G3ZGZ,G8DHE,PE2G,G0CXW,amell,MH,M0MKS,F5APQ,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,G6GZH",673,13:24:33,53.08373,1.03024,20538,7,4.33
"$$X0,675,13:24:57,53.08551,1.03338,20669,6,4.33*6D77","G4FUI,G8DHE,PE2G,2E0NRD,amell,G3ZGZ,M0MKS,F5APQ,MH,G8KNN,2E0KPI,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",675,13:24:57,53.08551,1.03338,20669,6,4.33
"$$X0,674,13:24:45,53.08457,1.03171,20601,7,4.33*D737","G3ZGZ,PE2G,2E0NRD,G0CXW,2E0KPI,amell,MH,M0MKS,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",674,13:24:45,53.08457,1.03171,20601,7,4.33
"$$X0,676,13:25:09,53.08628,1.03556,20721,7,4.33*C4DB","G3ZGZ,G8DHE,PE2G,2E0NRD,amell,MH,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",676,13:25:09,53.08628,1.03556,20721,7,4.33
"$$X0,677,13:25:21,53.08703,1.03786,20786,7,4.33*C603","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,PC1PCL,M0MKS,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,G6GZH,PD3T",677,13:25:21,53.08703,1.03786,20786,7,4.33
"$$X0,678,13:25:33,53.08773,1.04032,20861,7,4.33*D5F5","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,M0UPU,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",678,13:25:33,53.08773,1.04032,20861,7,4.33
"$$X0,680,13:25:57,53.08909,1.04495,21000,7,4.33*2326","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,PC1PCL,M0MKS,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,G6GZH,PD3T",680,13:25:57,53.08909,1.04495,21000,7,4.33
"$$X0,679,13:25:45,53.08838,1.04255,20926,7,4.33*2277","G4FUI,G8DHE,PE2G,2E0NRD,G0CXW,2E0KPI,amell,G3ZGZ,M0MKS,M0UPU,MH,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",679,13:25:45,53.08838,1.04255,20926,7,4.33
"$$X0,681,13:26:09,53.08985,1.04698,21062,7,4.33*69DB","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,M0MKS,M0UPU,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,G6GZH,PD3T",681,13:26:09,53.08985,1.04698,21062,7,4.33
"$$X0,682,13:26:21,53.09053,1.04919,21120,7,4.33*CF26","G3ZGZ,G8DHE,PE2G,2E0NRD,amell,MH,M0MKS,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,G6GZH,PD3T",682,13:26:21,53.09053,1.04919,21120,7,4.33
"$$X0,683,13:26:33,53.09101,1.05186,21183,7,4.33*4D5C","G3ZGZ,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,G8KNN,G8FJG_1,PE1ANS,M0MKS,G0WXI,G6GZH,PD3T",683,13:26:33,53.09101,1.05186,21183,7,4.33
"$$X0,685,13:26:57,53.09170,1.05790,21324,7,4.33*0077","G3ZGZ,PE2G,G0CXW,amell,MH,2E0KPI,G8KNN,G8FJG_1,PE1ANS,M0MKS,G0WXI,G6GZH,PD3T",685,13:26:57,53.0917,1.0579,21324,7,4.33
"$$X0,684,13:26:45,53.09145,1.05487,21257,7,4.33*FE4E","G3ZGZ,G8DHE,PE2G,G0CXW,amell,MH,M0MKS,M0UPU,G8KNN,G8FJG_1,PE1ANS,2E0KPI,G0WXI,G6GZH,PD3T",684,13:26:45,53.09145,1.05487,21257,7,4.33
"$$X0,686,13:27:09,53.09171,1.06115,21391,7,4.33*C778","G3ZGZ,G8DHE,PE2G,amell,MH,M0MKS,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",686,13:27:09,53.09171,1.06115,21391,7,4.33
"$$X0,688,13:27:33,53.09089,1.06772,21504,7,4.33*96D0","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,M0MKS,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",688,13:27:33,53.09089,1.06772,21504,7,4.33
"$$X0,687,13:27:21,53.09140,1.06448,21450,7,4.33*F677","G3ZGZ,G8DHE,PE2G,amell,MH,M0MKS,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",687,13:27:21,53.0914,1.06448,21450,7,4.33
"$$X0,689,13:27:45,53.09025,1.07083,21567,7,4.33*17EE","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,M0MKS,G0HWW,G8KNN,PE1ANS,G0WXI,G6GZH,PD3T",689,13:27:45,53.09025,1.07083,21567,7,4.33
"$$X0,690,13:27:57,53.08971,1.07369,21623,7,4.33*AB16","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,M0MKS,G0HWW,G8KNN,PE1ANS,G0WXI,G6GZH,PD3T",690,13:27:57,53.08971,1.07369,21623,7,4.33
"$$X0,691,13:28:09,53.08921,1.07651,21683,7,4.33*2786","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,M0MKS,M0UPU,G4FUI,G0HWW,G8KNN,PE1ANS,G0WXI,G6GZH",691,13:28:09,53.08921,1.07651,21683,7,4.33
"$$X0,692,13:28:21,53.08874,1.07906,21749,7,4.33*ECEC","G4FUI,G8DHE,G0CXW,amell,G3ZGZ,MH,G6GZH,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",692,13:28:21,53.08874,1.07906,21749,7,4.33
"$$X0,693,13:28:33,53.08846,1.08116,21797,7,4.33*A935","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,M0MKS,G4FUI,G0HWW,G8KNN,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",693,13:28:33,53.08846,1.08116,21797,7,4.33
"$$X0,694,13:28:45,53.08821,1.08366,21863,7,4.33*2C29","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,G4FUI,M0MKS,MH,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",694,13:28:45,53.08821,1.08366,21863,7,4.33
"$$X0,695,13:28:57,53.08776,1.08589,21927,7,4.33*1C98","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,M0MKS,G4FUI,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",695,13:28:57,53.08776,1.08589,21927,7,4.33
